Available Forms:
2642: PUMPKABOO_AVERAGE
2643: PUMPKABOO_LARGE
2644: PUMPKABOO_SUPER
2645: GOURGEIST_SMALL
2646: GOURGEIST_AVERAGE
2647: GOURGEIST_LARGE
2648: GOURGEIST_SUPER
2649: XERNEAS_NEUTRAL
2650: XERNEAS_ACTIVE
2651: HOOPA_CONFINED
2652: HOOPA_UNBOUND
2666: SABLEYE_COSTUME_2020_DEPRECATED
2668: SABLEYE_COSTUME_2020
2669: PIKACHU_ADVENTURE_HAT_2020
2670: PIKACHU_WINTER_2020
2671: DELIBIRD_WINTER_2020
2672: CUBCHOO_WINTER_2020
2673: SLOWPOKE_2020
2674: SLOWBRO_2021
2675: PIKACHU_KARIYUSHI
2676: PIKACHU_POP_STAR
2677: PIKACHU_ROCK_STAR
2678: PIKACHU_FLYING_5TH_ANNIV
2679: ORICORIO_BAILE
2680: ORICORIO_POMPOM
2681: ORICORIO_PAU
2683: ORICORIO_SENSU
2684: LYCANROC_MIDDAY
2685: LYCANROC_MIDNIGHT
2686: LYCANROC_DUSK
2687: WISHIWASHI_SOLO
2688: WISHIWASHI_SCHOOL
2689: SILVALLY_NORMAL
2690: SILVALLY_BUG
2691: SILVALLY_DARK
2692: SILVALLY_DRAGON
2693: SILVALLY_ELECTRIC
2694: SILVALLY_FAIRY
2695: SILVALLY_FIGHTING
2696: SILVALLY_FIRE
2697: SILVALLY_FLYING
2698: SILVALLY_GHOST
2699: SILVALLY_GRASS
2700: SILVALLY_GROUND
2701: SILVALLY_ICE
2702: SILVALLY_POISON
2703: SILVALLY_PSYCHIC
2704: SILVALLY_ROCK
2705: SILVALLY_STEEL
2706: SILVALLY_WATER
2707: MINIOR_METEOR_BLUE
2708: MINIOR_BLUE
2709: MINIOR_GREEN
2710: MINIOR_INDIGO
2711: MINIOR_ORANGE
2712: MINIOR_RED
2713: MINIOR_VIOLET
2714: MINIOR_YELLOW
2715: MIMIKYU_BUSTED
2716: MIMIKYU_DISGUISED
2717: NECROZMA_NORMAL
2718: NECROZMA_DUSK_MANE
2719: NECROZMA_DAWN_WINGS
2720: NECROZMA_ULTRA
2721: MAGEARNA_NORMAL
2722: MAGEARNA_ORIGINAL_COLOR
2723: URSHIFU_SINGLE_STRIKE
2724: URSHIFU_RAPID_STRIKE
2725: CALYREX_NORMAL
2726: CALYREX_ICE_RIDER
2727: CALYREX_SHADOW_RIDER
2728: VOLTORB_HISUIAN
2729: LUGIA_S
2730: HO_OH_S
2731: RAIKOU_S
2732: ENTEI_S
2733: SUICUNE_S
2734: SLOWKING_2022
2735: ELECTRODE_HISUIAN
2736: PIKACHU_FLYING_OKINAWA
2737: ROCKRUFF_DUSK
2739: MINIOR_METEOR_GREEN
2740: MINIOR_METEOR_INDIGO
2741: MINIOR_METEOR_ORANGE
2742: MINIOR_METEOR_RED
2743: MINIOR_METEOR_VIOLET
2744: MINIOR_METEOR_YELLOW
2745: SCATTERBUG_ARCHIPELAGO
2746: SCATTERBUG_CONTINENTAL
2747: SCATTERBUG_ELEGANT
2748: SCATTERBUG_FANCY
2749: SCATTERBUG_GARDEN
2750: SCATTERBUG_HIGH_PLAINS
2751: SCATTERBUG_ICY_SNOW
2752: SCATTERBUG_JUNGLE
2753: SCATTERBUG_MARINE
2754: SCATTERBUG_MEADOW
2755: SCATTERBUG_MODERN
2756: SCATTERBUG_MONSOON
2757: SCATTERBUG_OCEAN
2758: SCATTERBUG_POKEBALL
2759: SCATTERBUG_POLAR
2760: SCATTERBUG_RIVER
2761: SCATTERBUG_SANDSTORM
2762: SCATTERBUG_SAVANNA
2763: SCATTERBUG_SUN
2764: SCATTERBUG_TUNDRA
2765: SPEWPA_ARCHIPELAGO
2766: SPEWPA_CONTINENTAL
2767: SPEWPA_ELEGANT
2768: SPEWPA_FANCY
2769: SPEWPA_GARDEN
2770: SPEWPA_HIGH_PLAINS
2771: SPEWPA_ICY_SNOW
2772: SPEWPA_JUNGLE
2773: SPEWPA_MARINE
2774: SPEWPA_MEADOW
2775: SPEWPA_MODERN
2776: SPEWPA_MONSOON
2777: SPEWPA_OCEAN
2778: SPEWPA_POKEBALL
2779: SPEWPA_POLAR
2780: SPEWPA_RIVER
2781: SPEWPA_SANDSTORM
2782: SPEWPA_SAVANNA
2783: SPEWPA_SUN
2784: SPEWPA_TUNDRA
2785: DECIDUEYE_HISUIAN
2786: TYPHLOSION_HISUIAN
2787: SAMUROTT_HISUIAN
2788: QWILFISH_HISUIAN
2789: LILLIGANT_HISUIAN
2790: SLIGGOO_HISUIAN
2791: GOODRA_HISUIAN
2792: GROWLITHE_HISUIAN
2793: ARCANINE_HISUIAN
2794: SNEASEL_HISUIAN
2795: AVALUGG_HISUIAN
2796: ZORUA_HISUIAN
2797: ZOROARK_HISUIAN
2798: BRAVIARY_HISUIAN
2799: MOLTRES_GALARIAN
2800: ZAPDOS_GALARIAN
2801: ARTICUNO_GALARIAN
2802: ENAMORUS_INCARNATE
2803: ENAMORUS_THERIAN
2804: BASCULIN_WHITE_STRIPED
2805: PIKACHU_GOFEST_2022
2806: PIKACHU_WCS_2022
2807: BASCULEGION_NORMAL
2808: BASCULEGION_FEMALE
2809: DECIDUEYE_NORMAL
2810: SLIGGOO_NORMAL
2811: GOODRA_NORMAL
2812: AVALUGG_NORMAL
2813: PIKACHU_TSHIRT_01
2814: PIKACHU_TSHIRT_02
2815: PIKACHU_FLYING_01
2816: PIKACHU_FLYING_02
2817: URSALUNA_NORMAL
2820: BEARTIC_WINTER_2020
2821: LATIAS_S
2822: LATIOS_S
2823: ZYGARDE_COMPLETE_TEN_PERCENT
2824: ZYGARDE_COMPLETE_FIFTY_PERCENT
2825: PIKACHU_GOTOUR_2024_A
2826: PIKACHU_GOTOUR_2024_B
2827: PIKACHU_GOTOUR_2024_A_02
2828: PIKACHU_GOTOUR_2024_B_02
2829: DIALGA_ORIGIN
2830: PALKIA_ORIGIN
2831: ROCKRUFF_NORMAL
2832: PIKACHU_TSHIRT_03
2833: PIKACHU_FLYING_04
2834: PIKACHU_TSHIRT_04
2835: PIKACHU_TSHIRT_05
2836: PIKACHU_TSHIRT_06
2837: PIKACHU_TSHIRT_07
2838: PIKACHU_FLYING_05
2839: PIKACHU_FLYING_06
2840: PIKACHU_FLYING_07
2841: PIKACHU_FLYING_08
2842: PIKACHU_HORIZONS
2843: PIKACHU_GOFEST_2024_STIARA
2844: PIKACHU_GOFEST_2024_MTIARA
2845: EEVEE_GOFEST_2024_STIARA
2846: EEVEE_GOFEST_2024_MTIARA
2847: ESPEON_GOFEST_2024_SSCARF
2848: UMBREON_GOFEST_2024_MSCARF
2849: SNORLAX_WILDAREA_2024
2850: PIKACHU_DIWALI_2024
2856: PIKACHU_GOTOUR_2025_A
2857: PIKACHU_GOTOUR_2025_B
2858: PIKACHU_GOTOUR_2025_A_02
2859: PIKACHU_GOTOUR_2025_B_02
2860: DEDENNE_NORMAL
2861: WOOLOO_NORMAL
2862: DUBWOOL_NORMAL
2863: PIKACHU_KURTA
2864: PIKACHU_GOFEST_2025_GOGGLES_RED
2865: PIKACHU_GOFEST_2025_GOGGLES_BLUE
2866: PIKACHU_GOFEST_2025_GOGGLES_YELLOW
2867: PIKACHU_GOFEST_2025_MONOCLE_RED
2868: PIKACHU_GOFEST_2025_MONOCLE_BLUE
2869: PIKACHU_GOFEST_2025_MONOCLE_YELLOW
2870: FALINKS_GOFEST_2025_TRAIN_CONDUCTOR
2871: POLTCHAGEIST_COUNTERFEIT
2872: POLTCHAGEIST_ARTISAN
2873: SINISTCHA_UNREMARKABLE
2874: SINISTCHA_MASTERPIECE
2875: OGERPON_TEAL
2876: OGERPON_WELLSPRING
2877: OGERPON_HEARTHFLAME
2879: OGERPON_CORNERSTONE
2880: TERAPAGOS_NORMAL
2881: TERAPAGOS_TERASTAL
2882: TERAPAGOS_STELLAR
2981: OINKOLOGNE_NORMAL
2982: OINKOLOGNE_FEMALE
2983: MAUSHOLD_FAMILY_OF_THREE
2984: MAUSHOLD_FAMILY_OF_FOUR
2985: SQUAWKABILLY_GREEN
2986: SQUAWKABILLY_BLUE
2987: SQUAWKABILLY_YELLOW
2988: SQUAWKABILLY_WHITE
2989: PALAFIN_ZERO
2990: PALAFIN_HERO
2991: TATSUGIRI_CURLY
2992: TATSUGIRI_DROOPY
2993: TATSUGIRI_STRETCHY
2994: DUDUNSPARCE_TWO
2995: DUDUNSPARCE_THREE
2996: KORAIDON_APEX
2997: MIRAIDON_ULTIMATE
2998: GIMMIGHOUL_NORMAL
3000: GHOLDENGO_NORMAL
3001: AERODACTYL_SUMMER_2023
3002: PIKACHU_SUMMER_2023_A
3003: PIKACHU_SUMMER_2023_B
3004: PIKACHU_SUMMER_2023_C
3005: PIKACHU_SUMMER_2023_D
3006: TAUROS_PALDEA_COMBAT
3007: TAUROS_PALDEA_BLAZE
3008: TAUROS_PALDEA_AQUA
3009: WOOPER_PALDEA
3010: PIKACHU_SUMMER_2023_E
3011: PIKACHU_FLYING_03
3012: PIKACHU_JEJU
3013: PIKACHU_DOCTOR
3014: PIKACHU_WCS_2023
3015: PIKACHU_WCS_2024
3016: CINDERACE_NORMAL
3017: PIKACHU_WCS_2025
3018: GIMMIGHOUL_COIN_A1
3019: PSYDUCK_SWIM_2025
3020: BEWEAR_NORMAL
3021: BEWEAR_WILDAREA_2025
3022: CHESPIN_NORMAL
3023: QUILLADIN_NORMAL
3024: CHESNAUGHT_NORMAL
3025: FENNEKIN_NORMAL
3026: BRAIXEN_NORMAL
3027: DELPHOX_NORMAL
3028: FROAKIE_NORMAL
3029: FROGADIER_NORMAL
3030: GRENINJA_NORMAL
3031: BUNNELBY_NORMAL
3032: DIGGERSBY_NORMAL
3033: FLETCHLING_NORMAL
3034: FLETCHINDER_NORMAL
3035: TALONFLAME_NORMAL
3036: LITLEO_NORMAL
3037: SKIDDO_NORMAL
3038: GOGOAT_NORMAL
3039: PANCHAM_NORMAL
3040: PANGORO_NORMAL
3041: ESPURR_NORMAL
3042: HONEDGE_NORMAL
3043: DOUBLADE_NORMAL
3044: SPRITZEE_NORMAL
3045: AROMATISSE_NORMAL
3046: SWIRLIX_NORMAL
3047: SLURPUFF_NORMAL
3048: INKAY_NORMAL
3049: MALAMAR_NORMAL
3050: BINACLE_NORMAL
3051: BARBARACLE_NORMAL
3052: SKRELP_NORMAL
3053: DRAGALGE_NORMAL
3054: CLAUNCHER_NORMAL
3055: CLAWITZER_NORMAL
3056: HELIOPTILE_NORMAL
3057: HELIOLISK_NORMAL
3058: TYRUNT_NORMAL
3059: TYRANTRUM_NORMAL
3060: AMAURA_NORMAL
3061: AURORUS_NORMAL
3062: SYLVEON_NORMAL
3063: HAWLUCHA_NORMAL
3064: CARBINK_NORMAL
3065: GOOMY_NORMAL
3066: KLEFKI_NORMAL
3067: PHANTUMP_NORMAL
3068: TREVENANT_NORMAL
3069: BERGMITE_NORMAL
3070: NOIBAT_NORMAL
3071: NOIVERN_NORMAL
3072: XERNEAS_NORMAL
3073: YVELTAL_NORMAL
3074: DIANCIE_NORMAL
3075: VOLCANION_NORMAL
3076: ROWLET_NORMAL
3077: DARTRIX_NORMAL
3078: LITTEN_NORMAL
3079: TORRACAT_NORMAL
3080: INCINEROAR_NORMAL
3081: POPPLIO_NORMAL
3082: BRIONNE_NORMAL
3083: PRIMARINA_NORMAL
3084: PIKIPEK_NORMAL
3085: TRUMBEAK_NORMAL
3086: TOUCANNON_NORMAL
3087: YUNGOOS_NORMAL
3088: GUMSHOOS_NORMAL
3089: GRUBBIN_NORMAL
3090: CHARJABUG_NORMAL
3091: VIKAVOLT_NORMAL
3092: CRABRAWLER_NORMAL
3093: CRABOMINABLE_NORMAL
3094: CUTIEFLY_NORMAL
3095: RIBOMBEE_NORMAL
3096: MAREANIE_NORMAL
3097: TOXAPEX_NORMAL
3098: MUDBRAY_NORMAL
3099: MUDSDALE_NORMAL
3100: DEWPIDER_NORMAL
3101: ARAQUANID_NORMAL
3102: FOMANTIS_NORMAL
3103: LURANTIS_NORMAL
3104: MORELULL_NORMAL
3105: SHIINOTIC_NORMAL
3106: SALANDIT_NORMAL
3107: SALAZZLE_NORMAL
3108: STUFFUL_NORMAL
3109: BOUNSWEET_NORMAL
3110: STEENEE_NORMAL
3111: TSAREENA_NORMAL
3112: COMFEY_NORMAL
3113: ORANGURU_NORMAL
3114: PASSIMIAN_NORMAL
3115: WIMPOD_NORMAL
3116: GOLISOPOD_NORMAL
3117: SANDYGAST_NORMAL
3118: PALOSSAND_NORMAL
3119: PYUKUMUKU_NORMAL
3120: TYPE_NULL_NORMAL
3121: KOMALA_NORMAL
3122: TURTONATOR_NORMAL
3123: TOGEDEMARU_NORMAL
3124: BRUXISH_NORMAL
3125: DRAMPA_NORMAL
3126: DHELMISE_NORMAL
3127: JANGMO_O_NORMAL
3128: HAKAMO_O_NORMAL
3129: KOMMO_O_NORMAL
3130: TAPU_KOKO_NORMAL
3131: TAPU_LELE_NORMAL
3132: TAPU_BULU_NORMAL
3133: TAPU_FINI_NORMAL
3134: COSMOG_NORMAL
3135: COSMOEM_NORMAL
3136: SOLGALEO_NORMAL
3137: LUNALA_NORMAL
3138: NIHILEGO_NORMAL
3139: BUZZWOLE_NORMAL
3140: PHEROMOSA_NORMAL
3141: XURKITREE_NORMAL
3142: CELESTEELA_NORMAL
3143: KARTANA_NORMAL
3144: GUZZLORD_NORMAL
3145: MARSHADOW_NORMAL
3146: POIPOLE_NORMAL
3147: NAGANADEL_NORMAL
3148: STAKATAKA_NORMAL
3149: BLACEPHALON_NORMAL
3150: ZERAORA_NORMAL
3151: GROOKEY_NORMAL
3152: THWACKEY_NORMAL
3153: SCORBUNNY_NORMAL
3154: RABOOT_NORMAL
3155: SOBBLE_NORMAL
3156: DRIZZILE_NORMAL
3157: INTELEON_NORMAL
3158: SKWOVET_NORMAL
3159: GREEDENT_NORMAL
3160: ROOKIDEE_NORMAL
3161: CORVISQUIRE_NORMAL
3162: CORVIKNIGHT_NORMAL
3163: BLIPBUG_NORMAL
3164: DOTTLER_NORMAL
3165: ORBEETLE_NORMAL
3166: NICKIT_NORMAL
3167: THIEVUL_NORMAL
3168: GOSSIFLEUR_NORMAL
3169: ELDEGOSS_NORMAL
3170: CHEWTLE_NORMAL
3171: DREDNAW_NORMAL
3172: YAMPER_NORMAL
3173: BOLTUND_NORMAL
3174: ROLYCOLY_NORMAL
3175: CARKOL_NORMAL
3176: COALOSSAL_NORMAL
3177: APPLIN_NORMAL
3178: FLAPPLE_NORMAL
3179: APPLETUN_NORMAL
3180: SILICOBRA_NORMAL
3181: SANDACONDA_NORMAL
3182: CRAMORANT_NORMAL
3183: ARROKUDA_NORMAL
3184: BARRASKEWDA_NORMAL
3185: TOXEL_NORMAL
3186: SIZZLIPEDE_NORMAL
3187: CENTISKORCH_NORMAL
3188: CLOBBOPUS_NORMAL
3189: GRAPPLOCT_NORMAL
3190: HATENNA_NORMAL
3191: HATTREM_NORMAL
3192: HATTERENE_NORMAL
3193: IMPIDIMP_NORMAL
3194: MORGREM_NORMAL
3195: GRIMMSNARL_NORMAL
3196: MILCERY_NORMAL
3197: ALCREMIE_NORMAL
3198: PINCURCHIN_NORMAL
3199: SNOM_NORMAL
3200: FROSMOTH_NORMAL
3201: STONJOURNER_NORMAL
3202: CUFANT_NORMAL
3203: COPPERAJAH_NORMAL
3204: DRACOZOLT_NORMAL
3205: ARCTOZOLT_NORMAL
3206: DRACOVISH_NORMAL
3207: ARCTOVISH_NORMAL
3208: DURALUDON_NORMAL
3209: DREEPY_NORMAL
3210: DRAKLOAK_NORMAL
3211: DRAGAPULT_NORMAL
3212: KUBFU_NORMAL
3213: ZARUDE_NORMAL
3214: REGIELEKI_NORMAL
3215: REGIDRAGO_NORMAL
3216: GLASTRIER_NORMAL
3217: SPECTRIER_NORMAL
3218: WYRDEER_NORMAL
3219: KLEAVOR_NORMAL
3220: SNEASLER_NORMAL
3221: OVERQWIL_NORMAL
3222: SPRIGATITO_NORMAL
3223: FLORAGATO_NORMAL
3224: MEOWSCARADA_NORMAL
3225: FUECOCO_NORMAL
3226: CROCALOR_NORMAL
3227: SKELEDIRGE_NORMAL
3228: QUAXLY_NORMAL
3229: QUAXWELL_NORMAL
3230: QUAQUAVAL_NORMAL
3231: LECHONK_NORMAL
3232: TAROUNTULA_NORMAL
3233: SPIDOPS_NORMAL
3234: NYMBLE_NORMAL
3235: LOKIX_NORMAL
3236: PAWMI_NORMAL
3237: PAWMO_NORMAL
3238: PAWMOT_NORMAL
3239: TANDEMAUS_NORMAL
3240: FIDOUGH_NORMAL
3241: DACHSBUN_NORMAL
3242: SMOLIV_NORMAL
3243: DOLLIV_NORMAL
3244: ARBOLIVA_NORMAL
3245: NACLI_NORMAL
3246: NACLSTACK_NORMAL
3247: GARGANACL_NORMAL
3248: CHARCADET_NORMAL
3249: ARMAROUGE_NORMAL
3250: CERULEDGE_NORMAL
3251: TADBULB_NORMAL
3252: BELLIBOLT_NORMAL
3253: WATTREL_NORMAL
3254: KILOWATTREL_NORMAL
3255: MASCHIFF_NORMAL
3256: MABOSSTIFF_NORMAL
3257: SHROODLE_NORMAL
3258: GRAFAIAI_NORMAL
3259: BRAMBLIN_NORMAL
3260: BRAMBLEGHAST_NORMAL
3261: TOEDSCOOL_NORMAL
3262: TOEDSCRUEL_NORMAL
3263: KLAWF_NORMAL
3264: CAPSAKID_NORMAL
3265: SCOVILLAIN_NORMAL
3266: RELLOR_NORMAL
3267: RABSCA_NORMAL
3268: FLITTLE_NORMAL
3269: ESPATHRA_NORMAL
3270: TINKATINK_NORMAL
3271: TINKATUFF_NORMAL
3272: TINKATON_NORMAL
3273: WIGLETT_NORMAL
3274: WUGTRIO_NORMAL
3275: BOMBIRDIER_NORMAL
3276: FINIZEN_NORMAL
3277: VAROOM_NORMAL
3278: REVAVROOM_NORMAL
3279: CYCLIZAR_NORMAL
3280: ORTHWORM_NORMAL
3281: GLIMMET_NORMAL
3282: GLIMMORA_NORMAL
3283: GREAVARD_NORMAL
3284: HOUNDSTONE_NORMAL
3285: FLAMIGO_NORMAL
3286: CETODDLE_NORMAL
3287: CETITAN_NORMAL
3288: VELUZA_NORMAL
3289: DONDOZO_NORMAL
3290: ANNIHILAPE_NORMAL
3291: CLODSIRE_NORMAL
3292: FARIGIRAF_NORMAL
3293: KINGAMBIT_NORMAL
3294: GREATTUSK_NORMAL
3295: SCREAMTAIL_NORMAL
3296: BRUTEBONNET_NORMAL
3297: FLUTTERMANE_NORMAL
3298: SLITHERWING_NORMAL
3299: SANDYSHOCKS_NORMAL
3300: IRONTREADS_NORMAL
3301: IRONBUNDLE_NORMAL
3302: IRONHANDS_NORMAL
3303: IRONJUGULIS_NORMAL
3304: IRONMOTH_NORMAL
3305: IRONTHORNS_NORMAL
3306: FRIGIBAX_NORMAL
3307: ARCTIBAX_NORMAL
3308: BAXCALIBUR_NORMAL
3309: WOCHIEN_NORMAL
3310: CHIENPAO_NORMAL
3311: TINGLU_NORMAL
3312: CHIYU_NORMAL
3313: ROARINGMOON_NORMAL
3314: IRONVALIANT_NORMAL
3315: SUDOWOODO_WINTER_2025
3316: CHARJABUG_WINTER_2025
3317: VIKAVOLT_WINTER_2025
3318: PIKACHU_GOTOUR_2026_A
3319: PIKACHU_GOTOUR_2026_A_02
3320: PIKACHU_GOTOUR_2026_B
3321: PIKACHU_GOTOUR_2026_B_02
3322: PIKACHU_GOTOUR_2026_C
3323: PIKACHU_GOTOUR_2026_C_02
3324: WALKINGWAKE_NORMAL
3325: IRONLEAVES_NORMAL
3326: DIPPLIN_NORMAL
3327: OKIDOGI_NORMAL
3328: MUNKIDORI_NORMAL
3329: FEZANDIPITI_NORMAL
3330: ARCHALUDON_NORMAL
3331: HYDRAPPLE_NORMAL
3332: GOUGINGFIRE_NORMAL
3333: RAGINGBOLT_NORMAL
3334: IRONBOULDER_NORMAL
3335: IRONCROWN_NORMAL
3336: PECHARUNT_NORMAL
3337: DITTO_SPRING_2026_A
3338: DITTO_SPRING_2026_B
3339: CORSOLA_SPRING_2026
3340: PIKACHU_BB_2026
3341: PIKACHU_VISOR_2026

Available Costumes:
0: UNSET
1: HOLIDAY_2016
2: ANNIVERSARY
3: ONE_YEAR_ANNIVERSARY
4: HALLOWEEN_2017
5: SUMMER_2018
6: FALL_2018
7: NOVEMBER_2018
8: WINTER_2018
9: FEB_2019
10: MAY_2019_NOEVOLVE
11: JAN_2020_NOEVOLVE
12: APRIL_2020_NOEVOLVE
13: SAFARI_2020_NOEVOLVE
14: SPRING_2020_NOEVOLVE
15: SUMMER_2020_NOEVOLVE
16: FALL_2020_NOEVOLVE
17: WINTER_2020_NOEVOLVE
18: NOT_FOR_RELEASE_ALPHA
19: NOT_FOR_RELEASE_BETA
20: NOT_FOR_RELEASE_GAMMA
21: NOT_FOR_RELEASE_NOEVOLVE
22: KANTO_2020_NOEVOLVE
23: JOHTO_2020_NOEVOLVE
24: HOENN_2020_NOEVOLVE
25: SINNOH_2020_NOEVOLVE
26: HALLOWEEN_2020_NOEVOLVE
27: COSTUME_1
28: COSTUME_2
29: COSTUME_3
30: COSTUME_4
31: COSTUME_5
32: COSTUME_6
33: COSTUME_7
34: COSTUME_8
35: COSTUME_9
36: COSTUME_10
37: COSTUME_1_NOEVOLVE
38: COSTUME_2_NOEVOLVE
39: COSTUME_3_NOEVOLVE
40: COSTUME_4_NOEVOLVE
41: COSTUME_5_NOEVOLVE
42: COSTUME_6_NOEVOLVE
43: COSTUME_7_NOEVOLVE
44: COSTUME_8_NOEVOLVE
45: COSTUME_9_NOEVOLVE
46: COSTUME_10_NOEVOLVE
47: GOFEST_2021_NOEVOLVE
48: FASHION_2021_NOEVOLVE
49: HALLOWEEN_2021_NOEVOLVE
50: GEMS_1_2021_NOEVOLVE
51: GEMS_2_2021_NOEVOLVE
52: HOLIDAY_2021_NOEVOLVE
53: TCG_2022_NOEVOLVE
54: JAN_2022_NOEVOLVE
55: GOFEST_2022_NOEVOLVE
56: ANNIVERSARY_2022_NOEVOLVE
57: FALL_2022
58: FALL_2022_NOEVOLVE
59: HOLIDAY_2022
60: JAN_2023_NOEVOLVE
61: GOTOUR_2023_BANDANA_NOEVOLVE
62: GOTOUR_2023_HAT_NOEVOLVE
63: SPRING_2023
64: SPRING_2023_MYSTIC
65: SPRING_2023_VALOR
66: SPRING_2023_INSTINCT
67: NIGHTCAP
68: MAY_2023
69: PI
70: FALL_2023
71: FALL_2023_NOEVOLVE
72: PI_NOEVOLVE
73: HOLIDAY_2023
74: JAN_2024
75: SPRING_2024
77: SUMMER_2024
78: ANNIVERSARY_2024
79: FALL_2024
80: WINTER_2024
81: FASHION_2025
82: HORIZONS_2025_NOEVOLVE
83: ROYAL_NOEVOLVE
84: INDONESIA_2025_NOEVOLVE
85: HALLOWEEN_2025
86: SPRING_2026_A
87: SPRING_2026_B
